username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
Danna McKitrick,"St. Louis, MO",Religious Exemptions to COVID-19 Vaccination Mandates  under Title VII and the EEOC’s Additional Guidance https://t.co/PnD6OxAXcX,2021-11-24 17:35:26+00:00,,religi exempt covid19 vaccin mandat titl vii eeoc addit guidanc,United States
Berryessa Union,"San Jose, CA","This holiday season, spread joy, not COVID!

For testing and vaccination resources, visit: https://t.co/otoknIwp5Z

#HealthyBUSD https://t.co/eXwpPzJ0zn",2021-11-24 17:32:53+00:00,healthybusd,holiday season spread joy covid test vaccin resourc visit healthybusd,United States
ThurstonHealth,"Olympia, Washington, USA","Here is our updated COVID-19 vaccination calendar for the remainder of the week. 

Our Moderna clinic on 11/26 and Pediatric Pfizer clinic on 11/28 are at capacity. Please see our website for more upcoming clinics.

https://t.co/M1eR4RuYqJ https://t.co/GV35ZCscOq",2021-11-24 17:31:39+00:00,,updat covid19 vaccin calendar remaind week moderna clinic pediatr pfizer clinic capac plea see websit upcom clinic,United States
Crave,Great White North,"I have found this organization to be a remarkable source of information and analyses re viruses, COVID-19, pandemic responses, vaccine effectiveness, vaccination rates
Please read and share. 
The Return of the Flu – Swiss Policy Research https://t.co/zmwiIBv8pP",2021-11-24 17:30:30+00:00,,found organ remark sourc inform analys virus covid19 pandem respons vaccin effect vaccin rate plea read share return flu swiss polici research,United States
KELOLAND News,Sioux Falls,"As of Wednesday, 63.82% the population 5-years-old and above has received at least one dose while 53.25% have completed the vaccination series. 14.16% of those eligible have completed their booster dose. https://t.co/Bz1F8eQdPn",2021-11-24 17:30:08+00:00,,wednesday popul 5yearsold receiv least one dose complet vaccin seri elig complet booster dose,United States
Fillmore Auditorium,"Denver, Colorado","TONIGHT 🔊 The Last Waltz - Revisited is here! 

🚪 Doors are at 7pm

🌟 The show tonight will require a negative COVID-19 test result within 72 hours of the event OR proof of vaccination for entry. Masks are mandatory unless eating or drinking! https://t.co/UO8txatCoY",2021-11-24 17:30:03+00:00,,tonight last waltz revisit door 7pm show tonight requir neg covid19 test result within hour event proof vaccin entri mask mandatori unless eat drink,United States
David Chao,"El Dorado Hills, CA",modrnhealthcr: The settlement may be off in a lawsuit filed by three medical students who sought an exemption from a north Louisiana medical college’s COVID-19 vaccination requirements on religious grounds. https://t.co/7i8YgWqjBE,2021-11-24 17:29:35+00:00,,modrnhealthcr settlement may lawsuit file three medic student sought exempt north louisiana medic colleg covid19 vaccin requir religi ground,United States
A grain of sand in the ocean,Venus,"«Although the benefits of primary COVID-19 vaccination clearly outweigh the risks, there could be risks if boosters are widely introduced too soon, or too frequently, especially with vaccines that can have immune-mediated side-effects…» #Lancet #Covid",2021-11-24 17:26:18+00:00,"lancet,covid",although benefit primari covid19 vaccin clearli outweigh risk could risk booster wide introduc soon frequent especi vaccin immunemedi sideeffect lancet covid,United States
Geoff Ramsey,Washington DC,"4. Of course this will require the U.S. and int’l community to urge the Maduro government to (finally) publish a national COVID-19 vaccination plan in line with international standards in #Venezuela, as civil society groups have been demanding for months. https://t.co/Mu0soyUgRM",2021-11-24 17:22:11+00:00,venezuela,cours requir u intl commun urg maduro govern final publish nation covid19 vaccin plan line intern standard venezuela civil societi group demand month,United States
Geoff Ramsey,Washington DC,"3. #Venezuela continues to lag on COVID-19 vaccination, with 48% of the population receiving at least one dose. If the US can donate vaccines to corrupt and authoritarian Nicaragua, why not #Venezuela? The U.S. needs to make clear how it is willing to address existing obstacles. https://t.co/QmagjQXULW",2021-11-24 17:22:10+00:00,"venezuela,venezuela",venezuela continu lag covid19 vaccin popul receiv least one dose u donat vaccin corrupt authoritarian nicaragua venezuela u need make clear will address exist obstacl,United States
Yakima Valley College,"Yakima, WA","COVID-19 vaccination helps keep you from getting COVID-19.
The vaccines currently available in the United States are effective at preventing COVID-19, and are important tools to stop the pandemic.
Learn more: https://t.co/6qHtbgGa2O https://t.co/LLVYBslTvg",2021-11-24 17:20:06+00:00,,covid19 vaccin help keep get covid19 vaccin current avail unit state effect prevent covid19 import tool stop pandem learn,United States
SEDOL,"Gages Lake, IL","SEDOL is hosting a COVID-19 vaccination clinic on 12/18/21 (5 years and up).  Initial dose, second dose, and boosters will be available.  Check your staff email for details. https://t.co/NEtAJjHWzm",2021-11-24 17:19:00+00:00,,sedol host covid19 vaccin clinic year initi dose second dose booster avail check staff email detail,United States
Silence of the Dems 🐼,"Riviera Beach, FL","@TimTruth1 @hand_to_eye @T1DME @valleyofthemud So if you could design a multimedia presentation about the risk/benefit for people considering COVID-19 vaccination, what would it feature?",2021-11-24 17:18:10+00:00,,timtruth1 handtoey t1dme valleyofthemud could design multimedia present riskbenefit peopl consid covid19 vaccin would featur,United States
Sandy Paws,"Bethany Beach, DE",@MarshaBlackburn @SecGranholm Roughly 90% of the federal workforce is vaccinated. That’s a win for Biden. #BidenDelivers https://t.co/VabpgKZSci,2021-11-24 17:15:06+00:00,bidendelivers,marshablackburn secgranholm roughli feder workforc vaccin that win biden bidendeliv,United States
Greater Boston FEB,"Boston, MA","@OMBpress has provided data as of regarding the percentage of #feds at each agency who are in compliance #VaccineMandate It also shows the percentage who have had at least one dose of a #Vaccination COVID-19 vaccination as of November 23, 2021.

https://t.co/zcqPpoYc5w",2021-11-24 17:14:54+00:00,"feds,vaccinemandate,vaccination",ombpress provid data regard percentag fed agenc complianc vaccinemand also show percentag least one dose vaccin covid19 vaccin novemb,United States
Valerie Gonzalez,"McAllen, TX","The Office of Management and Budget released the COVID-19 vaccination rate across federal agencies.

While the Dept. of Transportation has the highest compliance rate at 99.6%, the Agency for International Development has the highest vaccination rate at 97.8%. 

Made some lists: https://t.co/Xcr2cOugAb",2021-11-24 17:13:31+00:00,,offic manag budget releas covid19 vaccin rate across feder agenc dept transport highest complianc rate agenc intern develop highest vaccin rate made list,United States
23rd WPC 2021,"Texas, USA","As you prepare for your #23WPCHouston trip, stay up to date with the latest CDC COVID-19 vaccination travel requirements. Read more here: https://t.co/QFjsEbVqIE https://t.co/fmmY0b9qr8",2021-11-24 17:13:05+00:00,23wpchouston,prepar 23wpchouston trip stay date latest cdc covid19 vaccin travel requir read,United States
Michael Morse,Providence,BREAKING NEWS: Biden's  illegal vaccination mandates are working as 90% of federal workforce has at least one dose of a Covid 19 treatment that does not protect them from Covid 19. Your government is working overtime to destroy everything.,2021-11-24 17:10:38+00:00,,break news biden illeg vaccin mandat work feder workforc least one dose covid treatment protect covid govern work overtim destroy everyth,United States
City of El Paso,"El Paso, TX","The City will close several of the COVID-19 testing &amp; vaccination sites on Thursday, Nov. 25, in observation of Thanksgiving.
The drive-thru testing site at the County Sports Park, 1780 N. Zaragoza, will be open half-day from 8:30am to 12:30pm Thursday, Nov. 25.
1 of 4 https://t.co/swBuZczzux",2021-11-24 17:10:19+00:00,,citi close sever covid19 test amp vaccin site thursday nov observ thanksgiv drivethru test site counti sport park n zaragoza open halfday 830am 1230pm thursday nov,United States
Aaron Rodgers MVP,"Madison, WI","@AndyGlockner I wish we would have instituted vaccination mandates in early 2020. At that time, we knew there was a 20-30 percent anti Covid-19 vaccine population. This was an obvious outcome.",2021-11-24 17:08:31+00:00,,andyglockn wish would institut vaccin mandat earli time knew percent anti covid19 vaccin popul obviou outcom,United States
Chris Hinds Denver City Council,"Denver, Colorado","A new Denver Public Health Order goes into effect today, Nov, 24th. Face coverings are required in indoor public spaces for everyone ages 2+ OR proof vaccination is required. This order is effective 11/24-1/3.
For more information, please visit this site: https://t.co/yQSlb1LULN",2021-11-24 17:06:53+00:00,,new denver public health order goe effect today nov 24th face cover requir indoor public space everyon age proof vaccin requir order effect inform plea visit site,United States
Deanna Fierro,"Richmond, VA","It’s a good day to head over to the Arthur Ashe Athletic Center for a booster shot. Open until 7:30 PM, bring your vaccine card. 

https://t.co/wcPRAQRQZf",2021-11-24 17:06:32+00:00,,good day head arthur ash athlet center booster shot open pm bring vaccin card,United States
Allen County Health,"Fort Wayne, IN","Our offices – including the COVID-19 vaccination site at the Coliseum and the testing site, 5750 Falls Drive – will be closed tomorrow (Thanksgiving) and Friday. Offices will reopen on Monday. 

Enjoy a safe and healthy Turkey Day!",2021-11-24 17:05:06+00:00,,offic includ covid19 vaccin site coliseum test site fall drive close tomorrow thanksgiv friday offic reopen monday enjoy safe healthi turkey day,United States
Immunize Nevada,Nevada,"🚨  For a complete list of COVID-19 and flu vaccination clinics happening THIS WEEK, visit https://t.co/innWTKxVQA. Open to everyone, regardless of insurance or immigration status. 🚨 https://t.co/7eXTjLPWOv",2021-11-24 17:05:03+00:00,,complet list covid19 flu vaccin clinic happen week visit open everyon regardless insur immigr statu,United States
Richfield Public Schools,"Richfield, MN","We hope our students &amp; families celebrate safely over break. Children age 5-11 are approved to receive a children's dose of the COVID-19 vaccination, all adults 18+ are eligible for a booster shot, and masks are still one of the most effective ways to stop the spread. #StaySafeMN https://t.co/IQdZAkKPyt",2021-11-24 17:03:18+00:00,staysafemn,hope student amp famili celebr safe break child age approv receiv child dose covid19 vaccin adult elig booster shot mask still one effect way stop spread staysafemn,United States
DaisySirius,"Colorado, USA","More than one out of ten people in my county, a liberal majority-Democrat hippie vaccination-mandate-happy 78% vaccinated county, have tested positive for COVID-19 in the past week. These people are getting on airplanes. 

#HappyThanksgiving https://t.co/bn0z68C3hS",2021-11-24 17:03:08+00:00,happythanksgiving,one ten peopl counti liber majoritydemocrat hippi vaccinationmandatehappi vaccin counti test posit covid19 past week peopl get airplan happythanksgiv,United States
Charles Hall,"Raleigh, NC","At #SocialSecurity, 87.7% of agency employees have had at least 1 vaccination and 95.0% are in compliance with Covid vaccination requirements. Apparently, the unvaccinated will get slowly increasing pressure to comply.
https://t.co/YvS9a0YHLs",2021-11-24 17:03:03+00:00,socialsecurity,socialsecur agenc employe least vaccin complianc covid vaccin requir appar unvaccin get slowli increas pressur compli,United States
just_a_FL_Doc,"Miami, FL","@BNODesk Slovenia🇸🇮 rates of infection by vaccination status. 

https://t.co/LcYeKQBhC1 https://t.co/dSFxTvk9jm",2021-11-24 17:01:30+00:00,,bnodesk slovenia rate infect vaccin statu,United States
City of Miami Gardens,"Miami Gardens, FL",Booster shots are now available at the Miami Gardens COVID-19 testing and vaccination site. 💉 https://t.co/ByZOGnyXGk,2021-11-24 17:01:07+00:00,,booster shot avail miami garden covid19 test vaccin site,United States
